BusNum,Lat,Lon,AreaNum,SubName,BusName,AreaName,Vnom
130180,32.8303,-96.6298,5,MESQUITE 19,MESQUITE 19 1,North Central,69
260098,32.4311,-97.2383,5,ALVARADO 3,ALVARADO 3 1,North Central,69
170322,32.9406,-96.8111,5,ADDISON 18,ADDISON 18 2,North Central,69
110506,30.0893,-95.6008,7,TOMBALL 8,TOMBALL 8 1,Coast,69
120204,29.6279,-98.7069,6,HELOTES 4,HELOTES 4 1,South Central,69
110649,29.5992,-95.5854,7,SUGAR LAND 41,SUGAR LAND 41 1,Coast,69
170327,32.8641,-96.6322,5,GARLAND 16,GARLAND 16 1,North Central,69
110625,29.6386,-95.6722,7,SUGAR LAND 19,SUGAR LAND 19 1,Coast,69
110474,29.5664,-95.2724,7,PEARLAND 7,PEARLAND 7 1,Coast,69
260142,32.8197,-97.1766,5,HURST 4,HURST 4 2,North Central,69
260131,32.5243,-97.2086,5,LILLIAN 2,LILLIAN 2 1,North Central,69
150178,32.5444,-97.347,5,BURLESON 2,BURLESON 2 1,North Central,69
130267,32.6105,-96.8209,5,LANCASTER 29,LANCASTER 29 1,North Central,69
110907,29.6334,-95.4368,7,BELLAIRE 22,BELLAIRE 22 1,Coast,69
110315,29.7408,-95.4139,7,HOUSTON 4,HOUSTON 4 1,Coast,69
170409,32.8549,-96.6255,5,GARLAND 71,GARLAND 71 1,North Central,69
210228,31.3161,-97.3464,5,MOODY 2,MOODY 2 1,North Central,69
170171,32.991,-96.6249,5,SACHSE 1,SACHSE 1 1,North Central,69
130112,32.7028,-96.8402,5,DUNCANVILLE 10,DUNCANVILLE 10 1,North Central,69
270122,29.5746,-97.9617,6,SEGUIN 6,SEGUIN 6 2,South Central,69
260161,32.9253,-97.1627,5,COLLEYVILLE 6,COLLEYVILLE 6 1,North Central,69
111050,29.9811,-95.3672,7,SPRING 23,SPRING 23 1,Coast,69
150349,33.2302,-97.1786,5,DENTON 1,DENTON 1 1,North Central,69
150264,32.9572,-97.3827,5,HASLET 1,HASLET 1 2,North Central,69
111133,29.5049,-95.4294,7,FRESNO 7,FRESNO 7 1,Coast,69
210209,31.7641,-97.1755,5,WEST 3,WEST 3 1,North Central,69
110163,29.8442,-95.2724,7,GALENA PARK 1,GALENA PARK 1 2,Coast,69
170408,32.9069,-96.6243,5,GARLAND 70,GARLAND 70 1,North Central,69
110416,29.772,-95.1631,7,CHANNELVIEW 4,CHANNELVIEW 4 1,Coast,69
110839,29.9262,-95.4794,7,SPRING 10,SPRING 10 1,Coast,69
260156,32.9305,-97.1235,5,SOUTHLAKE 3,SOUTHLAKE 3 2,North Central,69
210279,31.1045,-97.3361,5,TEMPLE 6,TEMPLE 6 2,North Central,69
110425,29.745,-95.1721,7,GALENA PARK 5,GALENA PARK 5 1,Coast,69
110539,29.6617,-95.02,7,LA PORTE 4,LA PORTE 4 1,Coast,69
110319,29.6835,-95.5023,7,BELLAIRE 5,BELLAIRE 5 1,Coast,69
210249,30.6962,-97.9294,6,LIBERTY HILL 6,LIBERTY HILL 6 1,South Central,69
140100,30.4993,-97.9199,6,LEANDER 1,LEANDER 1 1,South Central,69
110182,29.8587,-95.5893,7,KATY 3,KATY 3 1,Coast,69
111011,29.7951,-95.5127,7,BELLAIRE 39,BELLAIRE 39 1,Coast,69
110503,29.5524,-95.9003,7,ROSENBERG 1,ROSENBERG 1 2,Coast,69
140160,30.3488,-97.49,6,MANOR 3,MANOR 3 1,South Central,69
170378,32.893,-96.6181,5,GARLAND 53,GARLAND 53 1,North Central,69
110363,30.3066,-95.27,7,SPLENDORA 6,SPLENDORA 6 1,Coast,69
260083,32.6182,-97.1554,5,ARLINGTON 11,ARLINGTON 11 1,North Central,69
110832,29.8948,-95.4822,7,HOUSTON 40,HOUSTON 40 1,Coast,69
110726,29.1676,-95.431,7,ANGLETON 6,ANGLETON 6 2,Coast,69
210132,31.523,-97.1545,5,WACO 4,WACO 4 1,North Central,69
270157,29.8929,-97.9107,6,SAN MARCOS 3,SAN MARCOS 3 2,South Central,69
110455,29.5385,-95.0653,7,KEMAH 3,KEMAH 3 1,Coast,69
170230,33.3143,-96.6172,5,MELISSA 1,MELISSA 1 1,North Central,69
110646,29.6182,-95.5876,7,SUGAR LAND 39,SUGAR LAND 39 1,Coast,69
110641,29.5471,-95.6783,7,SUGAR LAND 34,SUGAR LAND 34 1,Coast,69
260067,32.6631,-97.156,5,ARLINGTON 4,ARLINGTON 4 1,North Central,69
110766,29.5997,-94.715,7,ANAHUAC 1,ANAHUAC 1 1,Coast,69
140216,30.2096,-97.8743,6,MANCHACA 8,MANCHACA 8 1,South Central,69
150186,32.4644,-97.4348,5,JOSHUA 3,JOSHUA 3 1,North Central,69
260123,32.626,-96.9436,5,DUNCANVILLE 15,DUNCANVILLE 15 2,North Central,69
110185,29.8991,-95.6793,7,KATY 6,KATY 6 1,Coast,69
140278,30.524,-97.5505,6,HUTTO 1,HUTTO 1 2,South Central,69
130239,32.615,-96.8305,5,DESOTO 23,DESOTO 23 1,North Central,69
140238,30.572,-97.87,6,LEANDER 6,LEANDER 6 2,South Central,69
110613,29.6424,-95.5902,7,SUGAR LAND 8,SUGAR LAND 8 1,Coast,69
110303,30.2203,-95.1599,7,SPLENDORA 4,SPLENDORA 4 1,Coast,69
150224,32.8479,-97.2116,5,NORTH RICHLAND HILLS 1,NORTH RICHLAND HILLS 1 1,North Central,69
110195,29.8805,-95.6148,7,KATY 11,KATY 11 1,Coast,69
170392,32.8225,-96.603,5,MESQUITE 38,MESQUITE 38 1,North Central,69
110362,30.2694,-95.3591,7,CONROE 8,CONROE 8 1,Coast,69
110448,29.5664,-95.1382,7,WEBSTER 5,WEBSTER 5 1,Coast,69
110351,29.2503,-95.2225,7,LIVERPOOL 2,LIVERPOOL 2 1,Coast,69
130249,32.5614,-96.8393,5,DESOTO 27,DESOTO 27 1,North Central,69
110232,29.9304,-95.6792,7,CYPRESS 15,CYPRESS 15 1,Coast,69
110223,29.8744,-95.6765,7,KATY 28,KATY 28 1,Coast,69
111029,29.7655,-94.4211,7,STOWELL 2,STOWELL 2 1,Coast,69
140235,30.5526,-97.8381,6,CEDAR PARK 13,CEDAR PARK 13 1,South Central,69
110870,29.8853,-95.0409,7,CROSBY 2,CROSBY 2 1,Coast,69
110498,29.6107,-95.9766,7,ORCHARD 1,ORCHARD 1 1,Coast,69
210151,31.6131,-97.0875,5,WACO 10,WACO 10 1,North Central,69
130275,32.8164,-96.839,5,DALLAS 27,DALLAS 27 1,North Central,69
260078,32.5874,-97.1419,5,MANSFIELD 6,MANSFIELD 6 1,North Central,69
110234,29.9195,-95.6786,7,CYPRESS 17,CYPRESS 17 1,Coast,69
170240,33.0681,-97.0252,5,LAKE DALLAS 2,LAKE DALLAS 2 1,North Central,69
110199,29.8437,-95.6781,7,KATY 14,KATY 14 1,Coast,69
110348,29.3108,-95.2699,7,LIVERPOOL 1,LIVERPOOL 1 1,Coast,69
110426,29.8024,-95.2252,7,GALENA PARK 6,GALENA PARK 6 1,Coast,69
111092,29.3306,-94.9439,7,LA MARQUE 4,LA MARQUE 4 1,Coast,69
260177,32.7376,-97.1443,5,HURST 6,HURST 6 1,North Central,69
170233,33.3758,-96.4241,5,BLUE RIDGE 2,BLUE RIDGE 2 1,North Central,69
270100,30.0116,-97.8204,6,KYLE 1,KYLE 1 2,South Central,69
170312,33.2118,-96.4255,5,FARMERSVILLE 2,FARMERSVILLE 2 1,North Central,69
120250,29.2859,-98.7281,6,ATASCOSA 2,ATASCOSA 2 1,South Central,69
130243,32.5919,-96.8298,5,DESOTO 26,DESOTO 26 1,North Central,69
110339,29.7068,-95.4854,7,BELLAIRE 19,BELLAIRE 19 2,Coast,69
130242,32.5952,-96.8404,5,DESOTO 25,DESOTO 25 1,North Central,69
110640,29.5591,-95.6767,7,SUGAR LAND 33,SUGAR LAND 33 1,Coast,69
130072,32.7371,-96.8284,5,DALLAS 14,DALLAS 14 1,North Central,69
130170,32.8181,-96.6217,5,MESQUITE 11,MESQUITE 11 1,North Central,69
150347,32.6322,-97.3895,5,CROWLEY 10,CROWLEY 10 2,North Central,69
110382,30.1751,-95.4954,7,TOMBALL 6,TOMBALL 6 2,Coast,69
140116,30.581,-97.9329,6,LEANDER 4,LEANDER 4 1,South Central,69
150188,32.5561,-97.4007,5,CROWLEY 2,CROWLEY 2 1,North Central,69
170328,32.8804,-96.6261,5,GARLAND 17,GARLAND 17 1,North Central,69
120308,29.5518,-98.779,6,HELOTES 11,HELOTES 11 1,South Central,69
130270,32.5985,-96.8218,5,DESOTO 34,DESOTO 34 1,North Central,69
110722,29.1455,-95.4243,7,ANGLETON 4,ANGLETON 4 1,Coast,69
150288,32.8658,-97.3965,5,NAVAL AIR STATION_ JRB 4,NAVAL AIR STATION_ JRB 4 1,North Central,69
120210,29.6406,-98.7751,6,HELOTES 7,HELOTES 7 1,South Central,69
260093,32.4189,-97.1356,5,VENUS 1,VENUS 1 2,North Central,69
111031,29.8866,-94.5351,7,HANKAMER 2,HANKAMER 2 1,Coast,69
110632,29.5989,-95.6802,7,SUGAR LAND 26,SUGAR LAND 26 1,Coast,69
170111,33.1691,-96.6276,5,MCKINNEY 3,MCKINNEY 3 1,North Central,69
110235,29.9288,-95.6703,7,CYPRESS 18,CYPRESS 18 1,Coast,69
120257,29.4019,-98.7516,6,ATASCOSA 4,ATASCOSA 4 1,South Central,69
110867,29.9279,-95.1603,7,CROSBY 1,CROSBY 1 2,Coast,69
260114,33.0651,-97.0583,5,LAKE DALLAS 5,LAKE DALLAS 5 2,North Central,69
170090,32.9976,-96.8197,5,ADDISON 11,ADDISON 11 1,North Central,69
111094,29.4426,-95.0177,7,DICKINSON 4,DICKINSON 4 1,Coast,69
111165,29.6551,-95.5929,7,SUGAR LAND 71,SUGAR LAND 71 1,Coast,69
170243,33.0629,-96.8109,5,PLANO 5,PLANO 5 2,North Central,69
120253,29.4007,-98.7038,6,LACKLAND A F B 4,LACKLAND A F B 4 2,South Central,69
111020,29.7701,-94.6678,7,WALLISVILLE 2,WALLISVILLE 2 2,Coast,69
110530,30.0273,-95.4983,7,TOMBALL 21,TOMBALL 21 1,Coast,69
120251,29.4326,-98.6943,6,LACKLAND A F B 3,LACKLAND A F B 3 1,South Central,69
150317,32.7181,-97.4247,5,NAVAL AIR STATION_ JRB 15,NAVAL AIR STATION_ JRB 15 2,North Central,69
111060,30.0089,-95.4139,7,SPRING 29,SPRING 29 1,Coast,69
170323,32.9538,-96.8012,5,ADDISON 19,ADDISON 19 1,North Central,69
120201,29.6853,-98.6866,6,HELOTES 2,HELOTES 2 1,South Central,69
110409,29.7664,-95.1107,7,CHANNELVIEW 2,CHANNELVIEW 2 1,Coast,69
110912,29.6607,-95.5012,7,BELLAIRE 25,BELLAIRE 25 1,Coast,69
110911,29.665,-95.5012,7,BELLAIRE 24,BELLAIRE 24 1,Coast,69
130105,32.7059,-96.806,5,DALLAS 19,DALLAS 19 2,North Central,69
150336,32.6436,-97.4276,5,CROWLEY 7,CROWLEY 7 1,North Central,69
110376,30.222,-95.5877,7,MAGNOLIA 5,MAGNOLIA 5 2,Coast,69
110201,29.8474,-95.5992,7,KATY 15,KATY 15 1,Coast,69
120209,29.6275,-98.6576,6,HELOTES 6,HELOTES 6 1,South Central,69
210220,31.5367,-97.4573,5,CRAWFORD 3,CRAWFORD 3 1,North Central,69
110599,30.0306,-95.6777,7,CYPRESS 36,CYPRESS 36 1,Coast,69
170133,33.2005,-96.619,5,MCKINNEY 11,MCKINNEY 11 2,North Central,69
170396,32.9146,-96.6443,5,GARLAND 59,GARLAND 59 1,North Central,69
110312,30.174,-95.2764,7,PORTER 5,PORTER 5 1,Coast,69
110203,29.8158,-95.6671,7,KATY 17,KATY 17 1,Coast,69
210148,31.5502,-97.1587,5,WACO 9,WACO 9 2,North Central,69
120259,29.4112,-98.6394,6,LACKLAND A F B 6,LACKLAND A F B 6 2,South Central,69
130276,32.8717,-96.7954,5,DALLAS 28,DALLAS 28 1,North Central,69
120318,29.5631,-98.6502,6,HELOTES 13,HELOTES 13 2,South Central,69
110872,29.9606,-95.0225,7,CROSBY 4,CROSBY 4 1,Coast,69
210159,30.9455,-97.4998,5,SALADO 3,SALADO 3 1,North Central,69
110236,29.9169,-95.6613,7,CYPRESS 19,CYPRESS 19 1,Coast,69
150312,32.7598,-97.4668,5,NAVAL AIR STATION_ JRB 12,NAVAL AIR STATION_ JRB 12 2,North Central,69
120377,29.5889,-98.6121,6,HELOTES 16,HELOTES 16 1,South Central,69
140117,30.4482,-98.0625,6,SPICEWOOD 11,SPICEWOOD 11 1,South Central,69
120219,29.2151,-98.6278,6,VON ORMY 1,VON ORMY 1 1,South Central,69
110601,29.9847,-95.8736,7,HOCKLEY 5,HOCKLEY 5 1,Coast,69
170149,32.9702,-96.3358,5,ROYSE CITY 2,ROYSE CITY 2 2,North Central,69
110673,29.6239,-95.6025,7,SUGAR LAND 54,SUGAR LAND 54 1,Coast,69
110324,29.7234,-95.5072,7,BELLAIRE 10,BELLAIRE 10 1,Coast,69
120307,29.464,-98.6526,6,LACKLAND A F B 11,LACKLAND A F B 11 1,South Central,69
120284,29.445,-98.5472,6,SAN ANTONIO 23,SAN ANTONIO 23 1,South Central,69
120408,29.3529,-98.5963,6,LACKLAND A F B 17,LACKLAND A F B 17 1,South Central,69
120267,29.4514,-98.4955,6,SAN ANTONIO 12,SAN ANTONIO 12 1,South Central,69
110833,29.8817,-95.5123,7,BELLAIRE 20,BELLAIRE 20 1,Coast,69
140290,30.4828,-97.5004,6,HUTTO 3,HUTTO 3 2,South Central,69
170376,32.8795,-96.6524,5,GARLAND 51,GARLAND 51 1,North Central,69
210268,31.1165,-97.496,5,BELTON 5,BELTON 5 2,North Central,69
110639,29.5849,-95.6533,7,SUGAR LAND 32,SUGAR LAND 32 1,Coast,69
170286,32.9565,-96.7802,5,RICHARDSON 10,RICHARDSON 10 1,North Central,69
120221,29.2158,-98.5777,6,VON ORMY 2,VON ORMY 2 1,South Central,69
111005,29.8497,-95.523,7,BELLAIRE 34,BELLAIRE 34 2,Coast,69
110508,30.0982,-95.513,7,TOMBALL 9,TOMBALL 9 2,Coast,69
130240,32.6084,-96.7798,5,LANCASTER 17,LANCASTER 17 1,North Central,69
110495,28.9497,-95.5128,7,BRAZORIA 2,BRAZORIA 2 2,Coast,69
120329,29.4018,-98.405,6,SAN ANTONIO 32,SAN ANTONIO 32 2,South Central,69
170215,33.1818,-96.7968,5,PROSPER 9,PROSPER 9 1,North Central,69
170250,33.0328,-96.7786,5,PLANO 10,PLANO 10 1,North Central,69
170340,32.8712,-96.6607,5,GARLAND 25,GARLAND 25 1,North Central,69
110611,29.6424,-95.6058,7,SUGAR LAND 6,SUGAR LAND 6 1,Coast,69
110388,29.7942,-95.0333,7,HIGHLANDS 1,HIGHLANDS 1 2,Coast,69
150314,32.7277,-97.5072,5,NAVAL AIR STATION_ JRB 14,NAVAL AIR STATION_ JRB 14 1,North Central,69
120402,29.4046,-98.5491,6,SAN ANTONIO 54,SAN ANTONIO 54 2,South Central,69
110401,29.7297,-94.8619,7,BAYTOWN 6,BAYTOWN 6 1,Coast,69
110183,29.8658,-95.6098,7,KATY 4,KATY 4 1,Coast,69
120297,29.7819,-98.516,6,BULVERDE 4,BULVERDE 4 1,South Central,69
120413,29.3576,-98.5519,6,LACKLAND A F B 18,LACKLAND A F B 18 1,South Central,69
110920,29.5941,-95.5221,7,STAFFORD 17,STAFFORD 17 2,Coast,69
170161,32.8916,-96.3652,5,FATE 3,FATE 3 1,North Central,69
170108,33.1787,-96.7686,5,PROSPER 1,PROSPER 1 1,North Central,69
210182,31.0747,-97.5938,5,NOLANVILLE 1,NOLANVILLE 1 1,North Central,69
120372,29.5211,-98.5767,6,SAN ANTONIO 41,SAN ANTONIO 41 2,South Central,69
170255,33.0168,-96.7638,5,RICHARDSON 2,RICHARDSON 2 1,North Central,69
110371,30.1788,-95.6111,7,MAGNOLIA 2,MAGNOLIA 2 1,Coast,69
120378,29.6079,-98.5336,6,SAN ANTONIO 45,SAN ANTONIO 45 1,South Central,69
110310,30.1386,-95.2213,7,NEW CANEY 4,NEW CANEY 4 2,Coast,69
170228,33.3127,-96.3808,5,BLUE RIDGE 1,BLUE RIDGE 1 1,North Central,69
170271,33.0667,-96.7643,5,PLANO 25,PLANO 25 1,North Central,69
110983,30.1293,-95.4063,7,SPRING 20,SPRING 20 2,Coast,69
170350,32.8627,-96.6676,5,GARLAND 34,GARLAND 34 1,North Central,69
170245,33.0898,-96.7632,5,PLANO 7,PLANO 7 1,North Central,69
170424,32.8556,-96.6673,5,GARLAND 85,GARLAND 85 1,North Central,69
260129,32.5678,-97.1925,5,MANSFIELD 8,MANSFIELD 8 2,North Central,69
170103,32.9977,-96.8424,5,ADDISON 15,ADDISON 15 2,North Central,69
210194,31.65,-97.2271,5,CHINA SPRING 3,CHINA SPRING 3 1,North Central,69
140099,30.4013,-98.0786,6,SPICEWOOD 3,SPICEWOOD 3 1,South Central,69
260135,32.4831,-97.1214,5,VENUS 2,VENUS 2 1,North Central,69
120278,29.4978,-98.535,6,SAN ANTONIO 19,SAN ANTONIO 19 2,South Central,69
110255,29.8411,-95.6507,7,KATY 52,KATY 52 1,Coast,69
110691,29.7717,-95.4135,7,HOUSTON 6,HOUSTON 6 1,Coast,69
110681,29.6351,-95.6802,7,SUGAR LAND 58,SUGAR LAND 58 1,Coast,69
110196,29.8644,-95.6148,7,KATY 12,KATY 12 1,Coast,69
110277,29.867,-95.6158,7,KATY 66,KATY 66 1,Coast,69
120353,29.6957,-98.4908,6,BULVERDE 6,BULVERDE 6 3,South Central,69
120213,29.2531,-98.4933,6,ELMENDORF 2,ELMENDORF 2 1,South Central,69
130288,32.7991,-96.7511,5,DALLAS 38,DALLAS 38 1,North Central,69
120231,29.559,-98.468,6,SAN ANTONIO 3,SAN ANTONIO 3 1,South Central,69
130284,32.8652,-96.7499,5,DALLAS 35,DALLAS 35 1,North Central,69
170437,33.1922,-97.1163,5,DENTON 5,DENTON 5 1,North Central,69
120324,29.4097,-98.4654,6,SAN ANTONIO 29,SAN ANTONIO 29 1,South Central,69
170256,33.1264,-96.7441,5,PLANO 14,PLANO 14 1,North Central,69
110642,29.57,-95.6399,7,SUGAR LAND 35,SUGAR LAND 35 1,Coast,69
110880,29.5757,-95.3245,7,PEARLAND 11,PEARLAND 11 2,Coast,69
120333,29.3925,-98.4498,6,SAN ANTONIO 33,SAN ANTONIO 33 1,South Central,69
120232,29.5049,-98.4484,6,SAN ANTONIO 4,SAN ANTONIO 4 1,South Central,69
130263,32.6131,-96.7404,5,LANCASTER 26,LANCASTER 26 1,North Central,69
120230,29.5901,-98.4461,6,SAN ANTONIO 2,SAN ANTONIO 2 1,South Central,69
120360,29.6363,-98.4356,6,BULVERDE 8,BULVERDE 8 1,South Central,69
120365,29.69,-98.4443,6,BULVERDE 11,BULVERDE 11 1,South Central,69
120499,29.245,-98.4183,6,ELMENDORF 15,ELMENDORF 15 1,South Central,69
120233,29.5731,-98.4254,6,UNIVERSAL CITY 4,UNIVERSAL CITY 4 1,South Central,69
130225,32.6206,-96.7285,5,HUTCHINS 2,HUTCHINS 2 1,North Central,69
110619,29.5064,-95.6215,7,THOMPSONS 1,THOMPSONS 1 1,Coast,69
120237,29.5592,-98.4063,6,UNIVERSAL CITY 7,UNIVERSAL CITY 7 1,South Central,69
170267,33.0684,-96.7212,5,PLANO 22,PLANO 22 1,North Central,69
110778,29.7784,-95.3029,7,HOUSTON 28,HOUSTON 28 1,Coast,69
120229,29.5261,-98.4067,6,UNIVERSAL CITY 3,UNIVERSAL CITY 3 1,South Central,69
120228,29.5471,-98.4075,6,UNIVERSAL CITY 2,UNIVERSAL CITY 2 2,South Central,69
130251,32.5603,-96.765,5,RED OAK 2,RED OAK 2 1,North Central,69
120331,29.3209,-98.4176,6,ELMENDORF 8,ELMENDORF 8 2,South Central,69
130212,32.5776,-96.7239,5,WILMER 4,WILMER 4 1,North Central,69
120341,29.4308,-98.4535,6,SAN ANTONIO 36,SAN ANTONIO 36 2,South Central,69
170251,33.0456,-96.7188,5,PLANO 11,PLANO 11 1,North Central,69
110178,29.8931,-95.314,7,HUMBLE 8,HUMBLE 8 1,Coast,69
111073,30.0134,-95.3067,7,HUMBLE 12,HUMBLE 12 2,Coast,69
130196,32.8499,-96.6789,5,GARLAND 4,GARLAND 4 1,North Central,69
110211,29.9005,-95.6273,7,CYPRESS 10,CYPRESS 10 1,Coast,69
120225,29.5944,-98.3987,6,UNIVERSAL CITY 1,UNIVERSAL CITY 1 1,South Central,69
111028,29.7885,-94.5219,7,STOWELL 1,STOWELL 1 1,Coast,69
110669,29.5827,-95.625,7,SUGAR LAND 50,SUGAR LAND 50 1,Coast,69
110798,29.7647,-95.3128,7,HOUSTON 36,HOUSTON 36 1,Coast,69
170370,32.8791,-96.7034,5,GARLAND 45,GARLAND 45 1,North Central,69
130199,32.8674,-96.7088,5,GARLAND 5,GARLAND 5 1,North Central,69
110197,29.864,-95.6304,7,KATY 13,KATY 13 1,Coast,69
120263,29.4354,-98.4991,6,SAN ANTONIO 8,SAN ANTONIO 8 1,South Central,69
170278,32.9046,-96.6986,5,GARLAND 8,GARLAND 8 1,North Central,69
120475,29.429,-98.3433,6,CONVERSE 9,CONVERSE 9 1,South Central,69
170371,32.8687,-96.6937,5,GARLAND 46,GARLAND 46 1,North Central,69
120387,29.5091,-98.3768,6,CONVERSE 3,CONVERSE 3 1,South Central,69
270128,29.921,-98.3557,6,SPRING BRANCH 6,SPRING BRANCH 6 1,South Central,69
120295,29.7522,-98.3804,6,BULVERDE 2,BULVERDE 2 1,South Central,69
170262,33.1091,-96.7037,5,PLANO 17,PLANO 17 1,North Central,69
170420,32.8788,-96.7074,5,GARLAND 81,GARLAND 81 1,North Central,69
260066,32.6587,-97.117,5,ARLINGTON 3,ARLINGTON 3 1,North Central,69
120332,29.3843,-98.3608,6,CONVERSE 1,CONVERSE 1 1,South Central,69
130178,32.8317,-96.6972,5,MESQUITE 17,MESQUITE 17 1,North Central,69
110783,29.6594,-95.3158,7,SOUTH HOUSTON 3,SOUTH HOUSTON 3 1,Coast,69
170244,33.0504,-96.7015,5,PLANO 6,PLANO 6 1,North Central,69
110265,29.8789,-95.6331,7,KATY 58,KATY 58 1,Coast,69
110638,29.5951,-95.6192,7,SUGAR LAND 31,SUGAR LAND 31 1,Coast,69
260075,32.6361,-97.0727,5,ARLINGTON 7,ARLINGTON 7 1,North Central,69
170112,33.1558,-96.7196,5,PLANO 1,PLANO 1 1,North Central,69
120335,29.2959,-98.357,6,ELMENDORF 9,ELMENDORF 9 1,South Central,69
170120,33.2072,-96.7197,5,PROSPER 3,PROSPER 3 3,North Central,69
120385,29.5816,-98.4988,6,SAN ANTONIO 51,SAN ANTONIO 51 1,South Central,69
170123,33.2016,-96.7442,5,PROSPER 5,PROSPER 5 1,North Central,69
120327,29.3712,-98.4601,6,SAN ANTONIO 31,SAN ANTONIO 31 2,South Central,69
120325,29.4349,-98.4582,6,SAN ANTONIO 30,SAN ANTONIO 30 1,South Central,69
150282,32.4759,-97.2763,5,BURLESON 10,BURLESON 10 1,North Central,69
110345,29.458,-95.2976,7,MANVEL 1,MANVEL 1 1,Coast,69
150223,32.8186,-97.2731,5,HALTOM CITY 4,HALTOM CITY 4 2,North Central,69
170253,33.1052,-96.7415,5,PLANO 12,PLANO 12 2,North Central,69
170131,33.2461,-96.6804,5,MCKINNEY 10,MCKINNEY 10 1,North Central,69
130040,32.6116,-96.6815,5,WILMER 2,WILMER 2 2,North Central,69
110457,29.4991,-94.9946,7,BACLIFF 1,BACLIFF 1 1,Coast,69
120357,29.6515,-98.4364,6,BULVERDE 7,BULVERDE 7 2,South Central,69
110207,29.8907,-95.6216,7,CYPRESS 8,CYPRESS 8 1,Coast,69
110855,29.8947,-95.4609,7,HOUSTON 47,HOUSTON 47 2,Coast,69
130291,32.8252,-96.7302,5,DALLAS 39,DALLAS 39 1,North Central,69
110194,29.8958,-95.623,7,CYPRESS 3,CYPRESS 3 1,Coast,69
150245,32.3725,-97.2825,5,KEENE 3,KEENE 3 1,North Central,69
150216,32.7325,-97.2873,5,FORT WORTH 14,FORT WORTH 14 1,North Central,69
120293,29.8967,-98.4206,6,SPRING BRANCH 2,SPRING BRANCH 2 2,South Central,69
120508,29.4792,-98.2972,6,CONVERSE 11,CONVERSE 11 1,South Central,69
170130,33.133,-96.684,5,ALLEN 1,ALLEN 1 1,North Central,69
170342,32.874,-96.6841,5,GARLAND 27,GARLAND 27 1,North Central,69
150236,32.795,-97.2814,5,HALTOM CITY 7,HALTOM CITY 7 1,North Central,69
120391,29.5198,-98.3081,6,UNIVERSAL CITY 10,UNIVERSAL CITY 10 2,South Central,69
260068,32.6228,-97.121,5,ARLINGTON 5,ARLINGTON 5 1,North Central,69
120243,29.5229,-98.4136,6,UNIVERSAL CITY 9,UNIVERSAL CITY 9 1,South Central,69
111132,29.4451,-95.4629,7,ROSHARON 3,ROSHARON 3 1,Coast,69
170109,33.1878,-96.6892,5,MCKINNEY 1,MCKINNEY 1 1,North Central,69
170425,32.883,-96.6899,5,GARLAND 86,GARLAND 86 1,North Central,69
150343,32.6293,-97.2993,5,KENNEDALE 7,KENNEDALE 7 3,North Central,69
170414,32.8878,-96.6901,5,GARLAND 75,GARLAND 75 1,North Central,69
110612,29.6303,-95.6789,7,SUGAR LAND 7,SUGAR LAND 7 1,Coast,69
110643,29.5662,-95.6275,7,SUGAR LAND 36,SUGAR LAND 36 1,Coast,69
150267,32.9422,-97.2935,5,KELLER 6,KELLER 6 3,North Central,69
110618,29.5795,-95.6325,7,SUGAR LAND 13,SUGAR LAND 13 1,Coast,69
150227,32.8007,-97.2283,5,HALTOM CITY 5,HALTOM CITY 5 2,North Central,69
120397,29.4828,-98.3903,6,CONVERSE 8,CONVERSE 8 2,South Central,69
170275,33.0042,-96.7091,5,RICHARDSON 5,RICHARDSON 5 1,North Central,69
150221,32.7252,-97.3021,5,FORT WORTH 17,FORT WORTH 17 1,North Central,69
150130,33.2707,-97.2206,5,KRUM 2,KRUM 2 1,North Central,69
130111,32.662,-96.8491,5,DUNCANVILLE 9,DUNCANVILLE 9 1,North Central,69
130195,32.8577,-96.6954,5,GARLAND 3,GARLAND 3 1,North Central,69
210270,31.0525,-97.301,5,TEMPLE 3,TEMPLE 3 1,North Central,69
120392,29.4696,-98.3477,6,CONVERSE 6,CONVERSE 6 1,South Central,69
130262,32.6226,-96.8504,5,DESOTO 32,DESOTO 32 1,North Central,69
110472,29.5412,-95.1873,7,FRIENDSWOOD 4,FRIENDSWOOD 4 1,Coast,69
170421,32.8878,-96.6992,5,GARLAND 82,GARLAND 82 1,North Central,69
110785,29.6996,-95.3102,7,HOUSTON 30,HOUSTON 30 1,Coast,69
120238,29.5579,-98.3626,6,UNIVERSAL CITY 8,UNIVERSAL CITY 8 1,South Central,69
110489,29.0333,-95.467,7,LAKE JACKSON 1,LAKE JACKSON 1 1,Coast,69
120388,29.4685,-98.3691,6,CONVERSE 4,CONVERSE 4 1,South Central,69
260095,32.3519,-97.2143,5,ALVARADO 2,ALVARADO 2 1,North Central,69
130168,32.8403,-96.7028,5,DALLAS 23,DALLAS 23 1,North Central,69
110370,30.1916,-95.5825,7,MAGNOLIA 1,MAGNOLIA 1 1,Coast,69
130050,32.7826,-96.85,5,DALLAS 4,DALLAS 4 1,North Central,69
150218,32.6884,-97.3078,5,FORT WORTH 15,FORT WORTH 15 1,North Central,69
260023,32.6594,-97.2118,5,KENNEDALE 10,KENNEDALE 10 2,North Central,69
170366,32.8279,-96.6049,5,MESQUITE 34,MESQUITE 34 1,North Central,69
